COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE
PRY,ECU_XDC,EOP_RT,A,1997,0.000383739337226906
PRY,ECU_XDC,EOP_RT,A,1998,0.000301769120032789
PRY,ECU_XDC,PA_RT,A,1957,
PRY,ECU_XDC,PA_RT,A,1978,0.00622976106741168
PRY,ECU_XDC,PA_RT,A,1979,0.00579071152886554
PRY,ECU_XDC,PA_RT,A,1980,0.00570557900346509
PRY,ECU_XDC,PA_RT,A,1981,0.00710117326061067
PRY,ECU_XDC,PA_RT,A,1982,0.00808850442286881
PRY,ECU_XDC,PA_RT,A,1983,0.00890458470519143
PRY,ECU_XDC,PA_RT,A,1984,0.00630567417800408
PRY,ECU_XDC,PA_RT,A,1985,0.00427828026443575
PRY,ECU_XDC,PA_RT,A,1986,0.00300492049470757
PRY,ECU_XDC,PA_RT,A,1987,0.00157511527874946
PRY,ECU_XDC,PA_RT,A,1988,0.0015357778650896
PRY,ECU_XDC,PA_RT,A,1989,0.000858824640577891
PRY,ECU_XDC,PA_RT,A,1990,0.000638754782470169
PRY,ECU_XDC,PA_RT,A,1991,0.000608309149606706
PRY,ECU_XDC,PA_RT,A,1992,0.000513994130426967
PRY,ECU_XDC,PA_RT,A,1993,0.000489036181563588
PRY,ECU_XDC,PA_RT,A,1994,0.000441711845846299
PRY,ECU_XDC,PA_RT,A,1995,0.000389423666128244
PRY,ECU_XDC,PA_RT,A,1996,0.000383439438538877
PRY,ECU_XDC,PA_RT,A,1997,0.000404888187175162
PRY,ECU_XDC,PA_RT,A,1998,0.000327469090025747
PYF,ECU_XDC,EOP_RT,A,1969,
PYF,ECU_XDC,EOP_RT,A,1979,0.009488595419274
PYF,ECU_XDC,EOP_RT,A,1980,0.00929973395639513
PYF,ECU_XDC,EOP_RT,A,1981,0.00881731952754471
PYF,ECU_XDC,EOP_RT,A,1982,0.00845142797336411
PYF,ECU_XDC,EOP_RT,A,1983,0.00796326521535829
PYF,ECU_XDC,EOP_RT,A,1984,0.00808851839198636
PYF,ECU_XDC,EOP_RT,A,1985,0.00819256375436386
PYF,ECU_XDC,EOP_RT,A,1986,0.00796014129671658
PYF,ECU_XDC,EOP_RT,A,1987,0.00790212963618272
PYF,ECU_XDC,EOP_RT,A,1988,0.00774127118358809
PYF,ECU_XDC,EOP_RT,A,1989,0.0079385365914289
PYF,ECU_XDC,EOP_RT,A,1990,0.00786572919091675
PYF,ECU_XDC,EOP_RT,A,1991,0.00791839155457667
PYF,ECU_XDC,EOP_RT,A,1992,0.00824858019394073
PYF,ECU_XDC,EOP_RT,A,1993,0.00832982908502795
PYF,ECU_XDC,EOP_RT,A,1994,0.00836401753739515
PYF,ECU_XDC,EOP_RT,A,1995,0.00854067827825922
PYF,ECU_XDC,EOP_RT,A,1996,0.00838171606788359
PYF,ECU_XDC,EOP_RT,A,1997,0.00831806679605688
PYF,ECU_XDC,EOP_RT,A,1998,0.00838468493551576
PYF,ECU_XDC,EOP_RT,A,1999,
PYF,ECU_XDC,PA_RT,A,1969,
PYF,ECU_XDC,PA_RT,A,1978,0.00956599396827062
PYF,ECU_XDC,PA_RT,A,1979,0.00943247316296835
PYF,ECU_XDC,PA_RT,A,1980,0.00935723588966407
PYF,ECU_XDC,PA_RT,A,1981,0.00905514747257223
PYF,ECU_XDC,PA_RT,A,1982,0.00852899251558724
PYF,ECU_XDC,PA_RT,A,1983,0.0080968996362033
PYF,ECU_XDC,PA_RT,A,1984,0.00797671359184087
PYF,ECU_XDC,PA_RT,A,1985,0.00803100637871875
PYF,ECU_XDC,PA_RT,A,1986,0.0080932142513324
PYF,ECU_XDC,PA_RT,A,1987,0.00792706652645586
PYF,ECU_XDC,PA_RT,A,1988,0.00779885543218411
PYF,ECU_XDC,PA_RT,A,1989,0.00781970400488237
PYF,ECU_XDC,PA_RT,A,1990,0.00793441482738321
PYF,ECU_XDC,PA_RT,A,1991,0.00785816919741491
PYF,ECU_XDC,PA_RT,A,1992,0.0080115860670803
PYF,ECU_XDC,PA_RT,A,1993,0.00828461837661232
PYF,ECU_XDC,PA_RT,A,1994,0.00833469371590138
PYF,ECU_XDC,PA_RT,A,1995,0.00842326476664249
PYF,ECU_XDC,PA_RT,A,1996,0.00847938650686627
PYF,ECU_XDC,PA_RT,A,1997,0.0083092520974364
PYF,ECU_XDC,PA_RT,A,1998,0.0083237875514614
PYF,ECU_XDC,PA_RT,A,1999,
QAT,ECU_XDC,EOP_RT,A,1979,0.187187414746837
QAT,ECU_XDC,EOP_RT,A,1980,0.209778004742308
QAT,ECU_XDC,EOP_RT,A,1981,0.253156353483919
QAT,ECU_XDC,EOP_RT,A,1982,0.283895086374542
QAT,ECU_XDC,EOP_RT,A,1983,0.332034415195532
QAT,ECU_XDC,EOP_RT,A,1984,0.387537416737586
QAT,ECU_XDC,EOP_RT,A,1985,0.309410152860992
QAT,ECU_XDC,EOP_RT,A,1986,0.256656646791176
QAT,ECU_XDC,EOP_RT,A,1987,0.210775874424793
QAT,ECU_XDC,EOP_RT,A,1988,0.234287288696294
QAT,ECU_XDC,EOP_RT,A,1989,0.229511507706996
QAT,ECU_XDC,EOP_RT,A,1990,0.201514908475959
QAT,ECU_XDC,EOP_RT,A,1991,0.204881254922272
QAT,ECU_XDC,EOP_RT,A,1992,0.226876930155483
QAT,ECU_XDC,EOP_RT,A,1993,0.245296994317057
QAT,ECU_XDC,EOP_RT,A,1994,0.223346618585798
QAT,ECU_XDC,EOP_RT,A,1995,0.209037371199533
QAT,ECU_XDC,EOP_RT,A,1996,0.219255760002294
QAT,ECU_XDC,EOP_RT,A,1997,0.248798031828434
QAT,ECU_XDC,EOP_RT,A,1998,0.235461988193936
QAT,ECU_XDC,PA_RT,A,1978,0.202468439912389
QAT,ECU_XDC,PA_RT,A,1979,0.193365176026561
QAT,ECU_XDC,PA_RT,A,1980,0.196584497525231
QAT,ECU_XDC,PA_RT,A,1981,0.245809843704053
QAT,ECU_XDC,PA_RT,A,1982,0.279986691637763
QAT,ECU_XDC,PA_RT,A,1983,0.308235624495153
QAT,ECU_XDC,PA_RT,A,1984,0.348197942286786
QAT,ECU_XDC,PA_RT,A,1985,0.360441194439642
QAT,ECU_XDC,PA_RT,A,1986,0.279991447194593
QAT,ECU_XDC,PA_RT,A,1987,0.237998187723133
QAT,ECU_XDC,PA_RT,A,1988,0.232054347747055
QAT,ECU_XDC,PA_RT,A,1989,0.249204642616038
QAT,ECU_XDC,PA_RT,A,1990,0.2158093281424
QAT,ECU_XDC,PA_RT,A,1991,0.221461853454115
QAT,ECU_XDC,PA_RT,A,1992,0.211847246554252
QAT,ECU_XDC,PA_RT,A,1993,0.234353908148266
QAT,ECU_XDC,PA_RT,A,1994,0.231141599886649
QAT,ECU_XDC,PA_RT,A,1995,0.210012670484435
QAT,ECU_XDC,PA_RT,A,1996,0.216665579848044
QAT,ECU_XDC,PA_RT,A,1997,0.242250219654331
QAT,ECU_XDC,PA_RT,A,1998,0.245286043753928
REU,ECU_XDC,EOP_RT,A,1960,
REU,ECU_XDC,EOP_RT,A,1979,0.172519744184668
REU,ECU_XDC,EOP_RT,A,1980,0.169085902839085
REU,ECU_XDC,EOP_RT,A,1981,0.160314740185912
REU,ECU_XDC,EOP_RT,A,1982,0.153662173126111
REU,ECU_XDC,EOP_RT,A,1983,0.144786495492601
REU,ECU_XDC,EOP_RT,A,1984,0.147063823699418
REU,ECU_XDC,EOP_RT,A,1985,0.148955555669093
REU,ECU_XDC,EOP_RT,A,1986,0.144729697028641
REU,ECU_XDC,EOP_RT,A,1987,0.143674940619147
REU,ECU_XDC,EOP_RT,A,1988,0.140750244405762
REU,ECU_XDC,EOP_RT,A,1989,0.144336884598042
REU,ECU_XDC,EOP_RT,A,1990,0.14301311500341
REU,ECU_XDC,EOP_RT,A,1991,0.143970611567002
REU,ECU_XDC,EOP_RT,A,1992,0.149974035370191
REU,ECU_XDC,EOP_RT,A,1993,0.151451286458161
REU,ECU_XDC,EOP_RT,A,1994,0.152072894061411
REU,ECU_XDC,EOP_RT,A,1995,0.155284904319653
REU,ECU_XDC,EOP_RT,A,1996,0.152394685203046
REU,ECU_XDC,EOP_RT,A,1997,0.151237426872547
REU,ECU_XDC,EOP_RT,A,1998,0.15244866456056
REU,ECU_XDC,PA_RT,A,1960,
REU,ECU_XDC,PA_RT,A,1978,0.173926989122737
REU,ECU_XDC,PA_RT,A,1979,0.171499340545026
REU,ECU_XDC,PA_RT,A,1980,0.170131391489337
REU,ECU_XDC,PA_RT,A,1981,0.164638880316814
REU,ECU_XDC,PA_RT,A,1982,0.155072436119904
REU,ECU_XDC,PA_RT,A,1983,0.147216209805521
REU,ECU_XDC,PA_RT,A,1984,0.145031011184132
REU,ECU_XDC,PA_RT,A,1985,0.146018151776589
REU,ECU_XDC,PA_RT,A,1986,0.147149202874876
REU,ECU_XDC,PA_RT,A,1987,0.144128338170715
REU,ECU_XDC,PA_RT,A,1988,0.141797229696885
REU,ECU_XDC,PA_RT,A,1989,0.14217629427597
REU,ECU_XDC,PA_RT,A,1990,0.144261943508516
REU,ECU_XDC,PA_RT,A,1991,0.142875660713558
REU,ECU_XDC,PA_RT,A,1992,0.145665055554441
REU,ECU_XDC,PA_RT,A,1993,0.15062927439989
REU,ECU_XDC,PA_RT,A,1994,0.151539734203776
REU,ECU_XDC,PA_RT,A,1995,0.153150115334141
REU,ECU_XDC,PA_RT,A,1996,0.154170509590541
REU,ECU_XDC,PA_RT,A,1997,0.151077159785169
REU,ECU_XDC,PA_RT,A,1998,0.151341440503161
ROU,ECU_XDC,EOP_RT,A,1979,385.294095249913
ROU,ECU_XDC,EOP_RT,A,1980,424.217742806791
ROU,ECU_XDC,EOP_RT,A,1981,614.326084285539
ROU,ECU_XDC,EOP_RT,A,1982,688.918742746291
ROU,ECU_XDC,EOP_RT,A,1983,659.359122228935
ROU,ECU_XDC,EOP_RT,A,1984,792.937716090395
ROU,ECU_XDC,EOP_RT,A,1985,715.990436418061
ROU,ECU_XDC,EOP_RT,A,1986,611.407195235524
ROU,ECU_XDC,EOP_RT,A,1987,558.387323803672
ROU,ECU_XDC,EOP_RT,A,1988,593.462582362221
ROU,ECU_XDC,EOP_RT,A,1989,578.547013887443
ROU,ECU_XDC,EOP_RT,A,1990,211.326495780032
ROU,ECU_XDC,EOP_RT,A,1991,39.4586120591043
ROU,ECU_XDC,EOP_RT,A,1992,17.9528701253469
ROU,ECU_XDC,EOP_RT,A,1993,6.99750046484396
ROU,ECU_XDC,EOP_RT,A,1994,4.60091506311434
ROU,ECU_XDC,EOP_RT,A,1995,2.95149740561017
ROU,ECU_XDC,EOP_RT,A,1996,1.97792061067745
ROU,ECU_XDC,EOP_RT,A,1997,1.12878578568553
ROU,ECU_XDC,EOP_RT,A,1998,0.78265148116695
ROU,ECU_XDC,EOP_RT,A,2005,
ROU,ECU_XDC,PA_RT,A,1978,427.526800831925
ROU,ECU_XDC,PA_RT,A,1979,405.349807020588
ROU,ECU_XDC,PA_RT,A,1980,399.390530242556
ROU,ECU_XDC,PA_RT,A,1981,596.498553891296
ROU,ECU_XDC,PA_RT,A,1982,679.43437152098
ROU,ECU_XDC,PA_RT,A,1983,653.129011780293
ROU,ECU_XDC,PA_RT,A,1984,595.59707856469
ROU,ECU_XDC,PA_RT,A,1985,765.401117833818
ROU,ECU_XDC,PA_RT,A,1986,630.930835766737
ROU,ECU_XDC,PA_RT,A,1987,595.118089793365
ROU,ECU_XDC,PA_RT,A,1988,591.63882897167
ROU,ECU_XDC,PA_RT,A,1989,607.914642071527
ROU,ECU_XDC,PA_RT,A,1990,350.188586037856
ROU,ECU_XDC,PA_RT,A,1991,105.530850576893
ROU,ECU_XDC,PA_RT,A,1992,25.0402867574355
ROU,ECU_XDC,PA_RT,A,1993,11.2235680595007
ROU,ECU_XDC,PA_RT,A,1994,5.08345492809226
ROU,ECU_XDC,PA_RT,A,1995,3.759677403484
ROU,ECU_XDC,PA_RT,A,1996,2.5570917441681
ROU,ECU_XDC,PA_RT,A,1997,1.23018662192981
ROU,ECU_XDC,PA_RT,A,1998,1.00595298381782
ROU,ECU_XDC,PA_RT,A,2005,
RUS,ECU_XDC,EOP_RT,A,1992,1.98995668859267
RUS,ECU_XDC,EOP_RT,A,1993,0.716023303379382
RUS,ECU_XDC,EOP_RT,A,1994,0.229008927226001
RUS,ECU_XDC,EOP_RT,A,1995,0.163986213613427
RUS,ECU_XDC,EOP_RT,A,1996,0.143541540720927
RUS,ECU_XDC,EOP_RT,A,1997,0.151950475814681
RUS,ECU_XDC,EOP_RT,A,1998,0.041505164020626
RUS,ECU_XDC,PA_RT,A,1993,0.860216698144224
RUS,ECU_XDC,PA_RT,A,1996,0.154010618840725
RUS,ECU_XDC,PA_RT,A,1997,0.152431496074522
RUS,ECU_XDC,PA_RT,A,1998,0.0919972728310043
RWA,ECU_XDC,EOP_RT,A,1979,0.00815721903144392
RWA,ECU_XDC,EOP_RT,A,1980,0.00869548907092249
RWA,ECU_XDC,EOP_RT,A,1981,0.0104427179147421
RWA,ECU_XDC,EOP_RT,A,1982,0.0110985016203878
RWA,ECU_XDC,EOP_RT,A,1983,0.0123197012150643
RWA,ECU_XDC,EOP_RT,A,1984,0.0134623610133862
RWA,ECU_XDC,EOP_RT,A,1985,0.0120445607303714
RWA,ECU_XDC,EOP_RT,A,1986,0.0111259594279561
RWA,ECU_XDC,EOP_RT,A,1987,0.0105971285996982
RWA,ECU_XDC,EOP_RT,A,1988,0.0111733724409726
RWA,ECU_XDC,EOP_RT,A,1989,0.0106891385494965
RWA,ECU_XDC,EOP_RT,A,1990,0.00609615248152728
RWA,ECU_XDC,EOP_RT,A,1991,0.00623185725972222
RWA,ECU_XDC,EOP_RT,A,1992,0.00563842938398404
RWA,ECU_XDC,EOP_RT,A,1993,0.00608979761196807
RWA,ECU_XDC,EOP_RT,A,1994,0.00589318944938968
RWA,ECU_XDC,EOP_RT,A,1995,0.00253791899285317
RWA,ECU_XDC,EOP_RT,A,1996,0.00262388026477902
RWA,ECU_XDC,EOP_RT,A,1997,0.00297245641661923
RWA,ECU_XDC,EOP_RT,A,1998,0.00267555072081876
RWA,ECU_XDC,PA_RT,A,1978,0.00877157511796702
RWA,ECU_XDC,PA_RT,A,1979,0.00841646909610729
RWA,ECU_XDC,PA_RT,A,1980,0.00835313206158208
RWA,ECU_XDC,PA_RT,A,1981,0.0102655426737783
RWA,ECU_XDC,PA_RT,A,1982,0.0109515572090651
RWA,ECU_XDC,PA_RT,A,1983,0.011675842705024
RWA,ECU_XDC,PA_RT,A,1984,0.0126449560669397
RWA,ECU_XDC,PA_RT,A,1985,0.0129587655265502
RWA,ECU_XDC,PA_RT,A,1986,0.0116355542883688
RWA,ECU_XDC,PA_RT,A,1987,0.0109024202973806
RWA,ECU_XDC,PA_RT,A,1988,0.0110490885779472
RWA,ECU_XDC,PA_RT,A,1989,0.0113177350451278
RWA,ECU_XDC,PA_RT,A,1990,0.00938479688991197
RWA,ECU_XDC,PA_RT,A,1991,0.0064405064347195
RWA,ECU_XDC,PA_RT,A,1992,0.00575729530889808
RWA,ECU_XDC,PA_RT,A,1993,0.00591421136184335
RWA,ECU_XDC,PA_RT,A,1994,0.00597961916984033
RWA,ECU_XDC,PA_RT,A,1995,0.00291570494152514
RWA,ECU_XDC,PA_RT,A,1996,0.00257044100986532
RWA,ECU_XDC,PA_RT,A,1997,0.00292439006294546
RWA,ECU_XDC,PA_RT,A,1998,0.00285879255239379
SAU,ECU_XDC,EOP_RT,A,1976,
SAU,ECU_XDC,EOP_RT,A,1977,
SAU,ECU_XDC,EOP_RT,A,1979,0.206100853389582
SAU,ECU_XDC,EOP_RT,A,1980,0.229651710460714
SAU,ECU_XDC,EOP_RT,A,1981,0.269835761844259
SAU,ECU_XDC,EOP_RT,A,1982,0.300837879016091
SAU,ECU_XDC,EOP_RT,A,1983,0.345809805815597
SAU,ECU_XDC,EOP_RT,A,1984,0.39458355158736
SAU,ECU_XDC,EOP_RT,A,1985,0.308985721924283
SAU,ECU_XDC,EOP_RT,A,1986,0.249128051818635
SAU,ECU_XDC,EOP_RT,A,1987,0.204593115441665
SAU,ECU_XDC,EOP_RT,A,1988,0.227414861561203
SAU,ECU_XDC,EOP_RT,A,1989,0.222779170147591
SAU,ECU_XDC,EOP_RT,A,1990,0.195603804493997
SAU,ECU_XDC,EOP_RT,A,1991,0.198871404777886
SAU,ECU_XDC,EOP_RT,A,1992,0.220221873537589
SAU,ECU_XDC,EOP_RT,A,1993,0.23810161581709
SAU,ECU_XDC,EOP_RT,A,1994,0.216795117773948
SAU,ECU_XDC,EOP_RT,A,1995,0.202905608311014
SAU,ECU_XDC,EOP_RT,A,1996,0.212824257708894
SAU,ECU_XDC,EOP_RT,A,1997,0.241499956228133
SAU,ECU_XDC,EOP_RT,A,1998,0.228555103206914
SAU,ECU_XDC,PA_RT,A,1976,
SAU,ECU_XDC,PA_RT,A,1977,
SAU,ECU_XDC,PA_RT,A,1978,0.230897383748425
SAU,ECU_XDC,PA_RT,A,1979,0.217097623365855
SAU,ECU_XDC,PA_RT,A,1980,0.2160982206271
SAU,ECU_XDC,PA_RT,A,1981,0.264521988672707
SAU,ECU_XDC,PA_RT,A,1982,0.297287272747439
SAU,ECU_XDC,PA_RT,A,1983,0.324762919504563
SAU,ECU_XDC,PA_RT,A,1984,0.359678929955438
SAU,ECU_XDC,PA_RT,A,1985,0.36221886980237
SAU,ECU_XDC,PA_RT,A,1986,0.27498654105587
SAU,ECU_XDC,PA_RT,A,1987,0.231016907549921
SAU,ECU_XDC,PA_RT,A,1988,0.225247420213141
SAU,ECU_XDC,PA_RT,A,1989,0.241894639765968
SAU,ECU_XDC,PA_RT,A,1990,0.209478921183556
SAU,ECU_XDC,PA_RT,A,1991,0.214965639086128
SAU,ECU_XDC,PA_RT,A,1992,0.205633060655327
SAU,ECU_XDC,PA_RT,A,1993,0.227479526842584
SAU,ECU_XDC,PA_RT,A,1994,0.224361446289974
SAU,ECU_XDC,PA_RT,A,1995,0.203852298816892
SAU,ECU_XDC,PA_RT,A,1996,0.210310056172501
SAU,ECU_XDC,PA_RT,A,1997,0.235144213211137
SAU,ECU_XDC,PA_RT,A,1998,0.23809098647048
SDN,ECU_XDC,EOP_RT,A,1979,1387.02295678412
SDN,ECU_XDC,EOP_RT,A,1980,1527.14447276049
SDN,ECU_XDC,EOP_RT,A,1981,1022.82648359749
SDN,ECU_XDC,EOP_RT,A,1982,794.853881156196
SDN,ECU_XDC,EOP_RT,A,1983,929.635123192691
SDN,ECU_XDC,EOP_RT,A,1984,1085.03329101424
SDN,ECU_XDC,EOP_RT,A,1985,450.489582160153
SDN,ECU_XDC,EOP_RT,A,1986,373.682455156951
SDN,ECU_XDC,EOP_RT,A,1987,170.472840263925
SDN,ECU_XDC,EOP_RT,A,1988,189.488572403207
SDN,ECU_XDC,EOP_RT,A,1989,185.625981620718
SDN,ECU_XDC,EOP_RT,A,1990,162.982689063302
SDN,ECU_XDC,EOP_RT,A,1991,49.7414423148632
SDN,ECU_XDC,EOP_RT,A,1992,6.11099182426296
SDN,ECU_XDC,EOP_RT,A,1993,4.10716358473887
SDN,ECU_XDC,EOP_RT,A,1994,2.03237293096159
SDN,ECU_XDC,EOP_RT,A,1995,1.44570245921597
SDN,ECU_XDC,EOP_RT,A,1996,0.550682766821763
SDN,ECU_XDC,EOP_RT,A,1997,0.525914538824331
SDN,ECU_XDC,EOP_RT,A,1998,0.360421209851105
SDN,ECU_XDC,EOP_RT,A,1999,
SDN,ECU_XDC,EOP_RT,A,2007,
SDN,ECU_XDC,PA_RT,A,1978,2079.60281883245
SDN,ECU_XDC,PA_RT,A,1979,1700.10793243611
SDN,ECU_XDC,PA_RT,A,1980,1437.80591174882
SDN,ECU_XDC,PA_RT,A,1981,1601.0279870056
SDN,ECU_XDC,PA_RT,A,1982,1070.20010309073
SDN,ECU_XDC,PA_RT,A,1983,863.059748349323
SDN,ECU_XDC,PA_RT,A,1984,974.954238291399
SDN,ECU_XDC,PA_RT,A,1985,569.440847129588
SDN,ECU_XDC,PA_RT,A,1986,407.667547115327
SDN,ECU_XDC,PA_RT,A,1987,288.771134437401
SDN,ECU_XDC,PA_RT,A,1988,187.706183510951
SDN,ECU_XDC,PA_RT,A,1989,201.57886647164
SDN,ECU_XDC,PA_RT,A,1990,174.565767652963
SDN,ECU_XDC,PA_RT,A,1991,115.894576691052
SDN,ECU_XDC,PA_RT,A,1992,7.9145107934533
SDN,ECU_XDC,PA_RT,A,1993,5.35451166795757
SDN,ECU_XDC,PA_RT,A,1994,2.90514336806757
SDN,ECU_XDC,PA_RT,A,1995,1.31602800189085
SDN,ECU_XDC,PA_RT,A,1996,0.630530832323696
SDN,ECU_XDC,PA_RT,A,1997,0.559603361299048
SDN,ECU_XDC,PA_RT,A,1998,0.444637787370537
SDN,ECU_XDC,PA_RT,A,1999,
SDN,ECU_XDC,PA_RT,A,2007,
SEN,ECU_XDC,EOP_RT,A,1979,0.00345039732437655
SEN,ECU_XDC,EOP_RT,A,1980,0.00338172044888543
SEN,ECU_XDC,EOP_RT,A,1981,0.00320629707173397
SEN,ECU_XDC,EOP_RT,A,1982,0.00307324563642229
SEN,ECU_XDC,EOP_RT,A,1983,0.00289573195818549
SEN,ECU_XDC,EOP_RT,A,1984,0.0029412785545398
SEN,ECU_XDC,EOP_RT,A,1985,0.00297911322069614
SEN,ECU_XDC,EOP_RT,A,1986,0.00289459598810276
SEN,ECU_XDC,EOP_RT,A,1987,0.00287350084499095
SEN,ECU_XDC,EOP_RT,A,1988,0.00281500687934678
SEN,ECU_XDC,EOP_RT,A,1989,0.00288673973393355
SEN,ECU_XDC,EOP_RT,A,1990,0.00286026432331318
SEN,ECU_XDC,EOP_RT,A,1991,0.00287941426813098
SEN,ECU_XDC,EOP_RT,A,1992,0.00299948282912682
SEN,ECU_XDC,EOP_RT,A,1993,0.00302902787178529
SEN,ECU_XDC,EOP_RT,A,1994,0.00152073001632217
SEN,ECU_XDC,EOP_RT,A,1995,0.00155285014162517
SEN,ECU_XDC,EOP_RT,A,1996,0.00152394793001475
SEN,ECU_XDC,EOP_RT,A,1997,0.00151237533852373
SEN,ECU_XDC,EOP_RT,A,1998,0.00152448772397172
SEN,ECU_XDC,EOP_RT,A,1999,
SEN,ECU_XDC,PA_RT,A,1978,0.00347852652122593
SEN,ECU_XDC,PA_RT,A,1979,0.00342997373477008
SEN,ECU_XDC,PA_RT,A,1980,0.00340261485795689
SEN,ECU_XDC,PA_RT,A,1981,0.00329276505328815
SEN,ECU_XDC,PA_RT,A,1982,0.0031014368987526
SEN,ECU_XDC,PA_RT,A,1983,0.0029443129714704
SEN,ECU_XDC,PA_RT,A,1984,0.00290060916565517
SEN,ECU_XDC,PA_RT,A,1985,0.00292035190223884
SEN,ECU_XDC,PA_RT,A,1986,0.0029429728379665
SEN,ECU_XDC,PA_RT,A,1987,0.00288255577421199
SEN,ECU_XDC,PA_RT,A,1988,0.00283593378247298
SEN,ECU_XDC,PA_RT,A,1989,0.00284351504515254
SEN,ECU_XDC,PA_RT,A,1990,0.00288522787078115
SEN,ECU_XDC,PA_RT,A,1991,0.00285750232058045
SEN,ECU_XDC,PA_RT,A,1992,0.00291329000471803
SEN,ECU_XDC,PA_RT,A,1993,0.00301257400312542
SEN,ECU_XDC,PA_RT,A,1994,0.00151539680800747
SEN,ECU_XDC,PA_RT,A,1995,0.00153150061363609
SEN,ECU_XDC,PA_RT,A,1996,0.0015417045526042
SEN,ECU_XDC,PA_RT,A,1997,0.00151077106545153
SEN,ECU_XDC,PA_RT,A,1998,0.00151341387170011
SEN,ECU_XDC,PA_RT,A,1999,
SGP,ECU_XDC,EOP_RT,A,1957,
SGP,ECU_XDC,EOP_RT,A,1963,
SGP,ECU_XDC,EOP_RT,A,1973,
SGP,ECU_XDC,EOP_RT,A,1979,0.321227129120459
SGP,ECU_XDC,EOP_RT,A,1980,0.3647441783697
SGP,ECU_XDC,EOP_RT,A,1981,0.449989806830896
SGP,ECU_XDC,EOP_RT,A,1982,0.490101073805756
SGP,ECU_XDC,EOP_RT,A,1983,0.56822062602159
SGP,ECU_XDC,EOP_RT,A,1984,0.647675021842281
SGP,ECU_XDC,EOP_RT,A,1985,0.535037033925896
SGP,ECU_XDC,EOP_RT,A,1986,0.429531123825232
SGP,ECU_XDC,EOP_RT,A,1987,0.383900016465472
SGP,ECU_XDC,EOP_RT,A,1988,0.438190181304343
SGP,ECU_XDC,EOP_RT,A,1989,0.440995506784981
SGP,ECU_XDC,EOP_RT,A,1990,0.420472494613064
SGP,ECU_XDC,EOP_RT,A,1991,0.457385935551715
SGP,ECU_XDC,EOP_RT,A,1992,0.502056067703787
SGP,ECU_XDC,EOP_RT,A,1993,0.555274290618215
SGP,ECU_XDC,EOP_RT,A,1994,0.556569926509416
SGP,ECU_XDC,EOP_RT,A,1995,0.538001860401825
SGP,ECU_XDC,EOP_RT,A,1996,0.570146425495322
SGP,ECU_XDC,EOP_RT,A,1997,0.540510197466726
SGP,ECU_XDC,EOP_RT,A,1998,0.51615876966331
SGP,ECU_XDC,PA_RT,A,1957,
SGP,ECU_XDC,PA_RT,A,1963,
SGP,ECU_XDC,PA_RT,A,1973,
SGP,ECU_XDC,PA_RT,A,1978,0.345180855435416
SGP,ECU_XDC,PA_RT,A,1979,0.33553004384032
SGP,ECU_XDC,PA_RT,A,1980,0.335746383710947
SGP,ECU_XDC,PA_RT,A,1981,0.423510844121891
SGP,ECU_XDC,PA_RT,A,1982,0.476233482168821
SGP,ECU_XDC,PA_RT,A,1983,0.530975449414399
SGP,ECU_XDC,PA_RT,A,1984,0.594182369798123
SGP,ECU_XDC,PA_RT,A,1985,0.596325681412209
SGP,ECU_XDC,PA_RT,A,1986,0.468063317172335
SGP,ECU_XDC,PA_RT,A,1987,0.411358147806901
SGP,ECU_XDC,PA_RT,A,1988,0.419731331999592
SGP,ECU_XDC,PA_RT,A,1989,0.46512038103792
SGP,ECU_XDC,PA_RT,A,1990,0.433396694003789
SGP,ECU_XDC,PA_RT,A,1991,0.466626810554241
SGP,ECU_XDC,PA_RT,A,1992,0.473382293963952
SGP,ECU_XDC,PA_RT,A,1993,0.527944711692585
SGP,ECU_XDC,PA_RT,A,1994,0.550825648457899
SGP,ECU_XDC,PA_RT,A,1995,0.539339356601707
SGP,ECU_XDC,PA_RT,A,1996,0.55931905800379
SGP,ECU_XDC,PA_RT,A,1997,0.593876168685422
SGP,ECU_XDC,PA_RT,A,1998,0.533484888935718
SLB,ECU_XDC,EOP_RT,A,1957,
SLB,ECU_XDC,EOP_RT,A,1966,
SLB,ECU_XDC,EOP_RT,A,1979,0.808100422919829
SLB,ECU_XDC,EOP_RT,A,1980,0.957467929106191
SLB,ECU_XDC,EOP_RT,A,1981,1.03667526723185
SLB,ECU_XDC,EOP_RT,A,1982,0.988942854178923
SLB,ECU_XDC,EOP_RT,A,1983,0.989485134142473
SLB,ECU_XDC,EOP_RT,A,1984,1.04993652137114
SLB,ECU_XDC,EOP_RT,A,1985,0.69838945827233
SLB,ECU_XDC,EOP_RT,A,1986,0.470291479820628
SLB,ECU_XDC,EOP_RT,A,1987,0.388599048642014
SLB,ECU_XDC,EOP_RT,A,1988,0.402609585536415
SLB,ECU_XDC,EOP_RT,A,1989,0.348538011695906
SLB,ECU_XDC,EOP_RT,A,1990,0.280642558497763
SLB,ECU_XDC,EOP_RT,A,1991,0.266835707360728
SLB,ECU_XDC,EOP_RT,A,1992,0.266413411512099
SLB,ECU_XDC,EOP_RT,A,1993,0.274918078162808
SLB,ECU_XDC,EOP_RT,A,1994,0.244219700172352
