clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
syrian association for relief and development,2024,Syrian Association for Relief and Development,NGO,,0.707286,0.5658288,,,,,,,FTS,National NGOs/CSOs,Syrian Association for Relief and Development,0,0.707286
syrian engineers for construction and development,2021,Syrian Engineers for Construction and Development,NGO,,0.805191,0.634561203917822,,,,,,,FTS,Local NGOs/CSOs,Syrian Engineers for Construction and Development,0,0.805191
syrian engineers for construction and development,2023,Syrian Engineers for Construction and Development,NGO,,0.0589329,0.04714632,,,,,,,FTS,Local NGOs/CSOs,Syrian Engineers for Construction and Development,0,0.0589329
syrian society for social development,2024,Syrian Society for Social Development,NGO,,0.11,0.088,,,,,,,FTS,National NGOs/CSOs,Syrian Society for Social Development,0,0.11
taimako community development initiative,2024,Taimako Community Development Initiative,NGO,,0.016996,0.0135968,,,,,,,FTS,National NGOs/CSOs,Taimako Community Development Initiative,0,0.016996
takaful al sham charity organization,2018,Takaful Al Sham Charity Organization,NGO,,0.714583,0.544919350647449,,,,,,,FTS,National NGOs/CSOs,Takaful Al Sham Charity Organization,0,0.714583
takaful al sham charity organization,2019,Takaful Al Sham Charity Organization,NGO,,0.0314697,0.0241768196431849,,,,,,,FTS,National NGOs/CSOs,Takaful Al Sham Charity Organization,0,0.0314697
takaful al sham charity organization,2021,Takaful Al Sham Charity Organization,NGO,,1.3297043,1.04792373668199,,,,,,,FTS,National NGOs/CSOs,Takaful Al Sham Charity Organization,0,1.3297043
takaful al sham charity organization,2023,Takaful Al Sham Charity Organization,NGO,,1.16921103,0.935368824,,,,,,,FTS,National NGOs/CSOs,Takaful Al Sham Charity Organization,0,1.16921103
takaful al sham charity organization,2024,Takaful Al Sham Charity Organization,NGO,,0.8382,0.67056,,,,,,,FTS,National NGOs/CSOs,Takaful Al Sham Charity Organization,0,0.8382
tamdeen youth foundation,2017,Tamdeen Youth Foundation,NGO,,0.600253,0.457734755772504,,,,,,,FTS,National NGOs/CSOs,Tamdeen Youth Foundation,0,0.600253
tanad relief and development organisation,2024,Tanad Relief and Development Organisation,NGO,,0.35,0.28,,,,,,,FTS,Local NGOs/CSOs,Tanad Relief and Development Organisation,0,0.35
taraqee foundation,2020,Taraqee Foundation,NGO,,0.474995,0.370721355506975,,,,,,,FTS,National NGOs/CSOs,Taraqee Foundation,0,0.474995
tawa organization for civil development,2017,Tawa Organization for Civil Development,NGO,,0.13461,0.102649508581443,,,,,,,FTS,National NGOs/CSOs,Tawa Organization for Civil Development,0,0.13461
tearfund,2015,Tearfund,NGO,International,5.501985,3.301191,,,Survey,Survey,,,Survey,,,0,5.501985
tearfund,2016,Tearfund,NGO,International,5.21589,4.107,,,Estimate,Survey,,,Survey,,,0,5.21589
tearfund,2017,Tearfund,NGO,,1.845217,1.40710659145772,,,,,,,FTS,International NGOs,Tearfund,0,1.845217
tearfund,2018,Tearfund,NGO,,5.896425,4.49643509870985,,,,,,,FTS,International NGOs,Tearfund,0,5.896425
tearfund,2019,Tearfund,NGO,International,11.0235704767036,8.468936,7.67613,0.792806,Estimate,Survey,,,Survey,,,0,11.0235704767036
tearfund,2023,Tearfund,NGO,,0.0475745,0.0380596,,,,,,,FTS,International NGOs,Tearfund,0,0.0475745
tearfund new zealand,2022,Tearfund New Zealand,NGO,,0.45148,0.356910005324741,,,,,,,FTS,International NGOs,Tearfund New Zealand,0,0.45148
tearfund new zealand,2023,Tearfund New Zealand,NGO,,0.283021,0.2264168,,,,,,,FTS,International NGOs,Tearfund New Zealand,0,0.283021
terre des hommes international,2021,Terre des Hommes International,NGO,,0.244716,0.192857694109787,,,,,,,FTS,International NGOs,Terre des Hommes International,0,0.244716
terre des hommes international,2022,Terre des Hommes International,NGO,,0.559304,0.442148475277197,,,,,,,FTS,International NGOs,Terre des Hommes International,0,0.559304
terre des hommes international,2023,Terre des Hommes International,NGO,,0.105645,0.084516,,,,,,,FTS,International NGOs,Terre des Hommes International,0,0.105645
terre des hommes international,2024,Terre des Hommes International,NGO,,1.28399584,1.027196672,,,,,,,FTS,International NGOs,Terre des Hommes International,0,1.28399584
terre des hommes italy,2019,Terre des Hommes - Italy,NGO,,0.19363748,0.14876336381093,,,,,,,FTS,International NGOs,Terre des Hommes - Italy,0,0.19363748
terre des hommes italy,2020,Terre des Hommes - Italy,NGO,,0.28602676,0.223236514444295,,,,,,,FTS,International NGOs,Terre des Hommes - Italy,0,0.28602676
terre des hommes italy,2021,Terre des Hommes - Italy,NGO,,0.44693109,0.352220939551864,,,,,,,FTS,International NGOs,Terre des Hommes - Italy,0,0.44693109
terre des hommes italy,2023,Terre des Hommes - Italy,NGO,,0.14094159,0.112753272,,,,,,,FTS,International NGOs,Terre des Hommes - Italy,0,0.14094159
terre des hommes italy,2024,Terre des Hommes - Italy,NGO,,1.278453,1.0227624,,,,,,,FTS,International NGOs,Terre des Hommes - Italy,0,1.278453
terre des hommes lausanne,2017,Terre des Hommes - Lausanne,NGO,,0.819999,0.625306399132861,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.819999
terre des hommes lausanne,2018,Terre des Hommes - Lausanne,NGO,,0.803857,0.612996998883834,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.803857
terre des hommes lausanne,2019,Terre des Hommes - Lausanne,NGO,,0.33872402,0.260227124515155,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.33872402
terre des hommes lausanne,2021,Terre des Hommes - Lausanne,NGO,,0.00177729,0.00140066056638873,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.00177729
terre des hommes lausanne,2022,Terre des Hommes - Lausanne,NGO,,0.1985339,0.156947672778731,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.1985339
terre des hommes lausanne,2023,Terre des Hommes - Lausanne,NGO,,0.09803385,0.07842708,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,0.09803385
terre des hommes lausanne,2024,Terre des Hommes - Lausanne,NGO,,1.608986,1.2871888,,,,,,,FTS,International NGOs,Terre des Hommes - Lausanne,0,1.608986
the border consortium,2021,The Border Consortium,Other,,4.170863,3.28700624653815,,,,,,,FTS,International Private Organizations,The Border Consortium,0,4.170863
the cash learning partnership,2017,The Cash Learning Partnership,NGO,,0.054527,0.0415806385440928,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.054527
the cash learning partnership,2018,The Cash Learning Partnership,NGO,,0.068223,0.0520247932839445,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.068223
the cash learning partnership,2019,The Cash Learning Partnership,NGO,,0.525118,0.403425618210214,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.525118
the cash learning partnership,2020,The Cash Learning Partnership,NGO,,0.521685,0.407161697170825,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.521685
the cash learning partnership,2021,The Cash Learning Partnership,NGO,,0.260095,0.204977696388815,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.260095
the cash learning partnership,2022,The Cash Learning Partnership,NGO,,0.050273,0.0397424840473348,,,,,,,FTS,International NGOs,The Cash Learning Partnership,0,0.050273
the european bank for reconstruction and development,2024,The European Bank for Reconstruction and Development,UN,,3.63901,2.911208,,,,,,,FTS,Other Multilateral Organizations,The European Bank for Reconstruction and Development,0,3.63901
the humanitarian forum yemen,2017,The Humanitarian Forum Yemen,NGO,,0.314983,0.240196494773855,,,,,,,FTS,National NGOs/CSOs,The Humanitarian Forum Yemen,0,0.314983
the international rescue committee,2016,The International Rescue Committee,NGO,International,12.319,9.7,,,Estimate,Survey,,,Survey,,,0,12.319
the international rescue committee,2017,The International Rescue Committee,NGO,International,37.9211993917301,28.917558,25.396631,3.520927,Estimate,Survey,,,Survey,,,0,37.9211993917301
the international rescue committee,2018,The International Rescue Committee,NGO,International,40.9397181863346,31.219389,23.951964,7.267425,Estimate,Survey,,,Survey,,,0,40.9397181863346
the international rescue committee,2019,The International Rescue Committee,NGO,International,32.0349149150112,24.61105,22.889086,1.721964,Estimate,Survey,,,Survey,,,0,32.0349149150112
the international rescue committee,2020,The International Rescue Committee,NGO,International,45.4125324947116,35.4433112,32.66058501,2.78272619,Estimate,Survey,,,Survey,,,0,45.4125324947116
the international rescue committee,2021,The International Rescue Committee,NGO,International,40.6544806334095,32.03930021,28.50735789,3.53194232,Estimate,Survey,,,Survey,,,0,40.6544806334095
the international rescue committee,2022,The International Rescue Committee,NGO,International,101.562879156661,80.288845,76.431446,3.857398,Estimate,Survey,,"The main drivers for this increase were large-scale MPCA responses in Ukraine, Poland, and Afghanistan ($47M delivered across these responses, or 58% of the total CVA delivered), though IRC also saw increases in overall volumes of CVA delivered across the countries where it implements.",Survey,,,0,101.562879156661
the international rescue committee,2023,The International Rescue Committee,NGO,International,86.694517212,72.24543101,61.94967996,10.29575105,Estimate,Survey,,,Survey,,,0,86.694517212
the international rescue committee,2024,The International Rescue Committee,NGO,,46.32667843,37.061342744,,,,,,,FTS,International NGOs,International Rescue Committee,0,46.32667843
the israel forum for international humanitarian aid,2018,The Israel Forum for International Humanitarian Aid,NGO,,0.068908,0.052547153534879,,,,,,,FTS,International NGOs,The Israel Forum for International Humanitarian Aid,0,0.068908
the mentor initiative,2023,The Mentor Initiative,NGO,,1.22969,0.983752,,,,,,,FTS,International NGOs,The Mentor Initiative,0,1.22969
the saudi development and reconstruction program for yemen,2018,The Saudi Development and Reconstruction Program for Yemen,UN,,3.531287,2.69285250137462,,,,,,,FTS,Other Multilateral Organizations,The Saudi Development and Reconstruction Program for Yemen,0,3.531287
the saudi development and reconstruction program for yemen,2019,The Saudi Development and Reconstruction Program for Yemen,UN,,16.948928,13.0211338335392,,,,,,,FTS,Other Multilateral Organizations,The Saudi Development and Reconstruction Program for Yemen,0,16.948928
the saudi development and reconstruction program for yemen,2020,The Saudi Development and Reconstruction Program for Yemen,UN,,25.888288,20.205141568048,,,,,,,FTS,Other Multilateral Organizations,The Saudi Development and Reconstruction Program for Yemen,0,25.888288
the saudi development and reconstruction program for yemen,2021,The Saudi Development and Reconstruction Program for Yemen,UN,,56.8,44.7633870504418,,,,,,,FTS,Other Multilateral Organizations,The Saudi Development and Reconstruction Program for Yemen,0,56.8
titi foundation,2020,Titi Foundation,NGO,,0.06441897,0.050277345822089,,,,,,,FTS,International NGOs,Titi Foundation,0,0.06441897
treasure land development association,2024,Treasure Land Development Association,NGO,,0.053744,0.0429952,,,,,,,FTS,National NGOs/CSOs,Treasure Land Development Association,0,0.053744
triangle génération humanitaire,2018,Triangle Génération Humanitaire,NGO,,0.184049,0.140350192444142,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,0.184049
triangle génération humanitaire,2019,Triangle Génération Humanitaire,NGO,,1.18632364,0.911401528540998,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,1.18632364
triangle génération humanitaire,2020,Triangle Génération Humanitaire,NGO,,0.1704546,0.133035422192653,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,0.1704546
triangle génération humanitaire,2021,Triangle Génération Humanitaire,NGO,,0.0624312,0.049201267070837,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,0.0624312
triangle génération humanitaire,2023,Triangle Génération Humanitaire,NGO,,0.2101278,0.16810224,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,0.2101278
triangle génération humanitaire,2024,Triangle Génération Humanitaire,NGO,,0.78548139,0.628385112,,,,,,,FTS,International NGOs,Triangle Génération Humanitaire,0,0.78548139
trocaire,2020,Trocaire,NGO,,0.179637,0.140202048735684,,,,,,,FTS,International NGOs,Trocaire,0,0.179637
trocaire,2021,Trocaire,NGO,,0.089777,0.0707521584371042,,,,,,,FTS,International NGOs,Trocaire,0,0.089777
trocaire,2023,Trocaire,NGO,,0.0158228,0.01265824,,,,,,,FTS,International NGOs,Trocaire,0,0.0158228
trocaire,2024,Trocaire,NGO,,0.1722493,0.13779944,,,,,,,FTS,International NGOs,Trocaire,0,0.1722493
tzu chi foundation,2024,Tzu Chi Foundation,NGO,,0.26226,0.209808,,,,,,,FTS,Local/National Private Organizations,Tzu Chi Foundation,0,0.26226
uk med,2024,UK-Med,NGO,,0.044474,0.0355792,,,,,,,FTS,International NGOs,UK-Med,0,0.044474
ukrainian education platform,2024,Ukrainian Education Platform,NGO,,0.674098,0.5392784,,,,,,,FTS,National NGOs/CSOs,Ukrainian Education Platform,0,0.674098
uluslararasi insani yardimlasma dernegi,2021,Uluslararasi Insani Yardimlasma Dernegi,NGO,,0.2919096,0.230050394516543,,,,,,,FTS,National NGOs/CSOs,Uluslararasi Insani Yardimlasma Dernegi,0,0.2919096
uluslararasi insani yardimlasma dernegi,2023,Uluslararasi Insani Yardimlasma Dernegi,NGO,,0.799883,0.6399064,,,,,,,FTS,National NGOs/CSOs,Uluslararasi Insani Yardimlasma Dernegi,0,0.799883
uluslararasi insani yardimlasma dernegi,2024,Uluslararasi Insani Yardimlasma Dernegi,NGO,,1.787796,1.4302368,,,,,,,FTS,National NGOs/CSOs,Uluslararasi Insani Yardimlasma Dernegi,0,1.787796
un agencies and ngos confidential,2021,UN agencies and NGOs (Confidential),Other,,1,0.788087800183835,,,,,,,FTS,"",UN agencies and NGOs (Confidential),0,1
un agencies and ngos confidential,2023,UN agencies and NGOs (Confidential),Other,,1.456664,1.1653312,,,,,,,FTS,"",UN agencies and NGOs (Confidential),0,1.456664
un agencies and ngos confidential,2024,UN agencies and NGOs (Confidential),Other,,2.73333333333334,2.18666666666667,,,,,,,FTS,"",UN agencies and NGOs (Confidential),0,2.73333333333334
un agencies confidential,2019,UN Agencies (Confidential),UN,,0.64703,0.497085374621619,,,,,,,FTS,UN Agencies,UN Agencies (Confidential),0,0.64703
un agencies confidential,2023,UN Agencies (Confidential),UN,,3.520397,2.8163176,,,,,,,FTS,UN Agencies,UN Agencies (Confidential),0,3.520397
un agencies confidential,2024,UN Agencies (Confidential),UN,,30.185424,24.1483392,,,,,,,FTS,UN Agencies,UN Agencies (Confidential),0,30.185424
un ponte per,2021,Un Ponte Per,NGO,,0.246909,0.194585970655591,,,,,,,FTS,International NGOs,Un Ponte Per,0,0.246909
un women,2017,UN Women,UN,,0.248975,0.189860793396217,,,,,,,FTS,UN Agencies,UN Women,0,0.248975
un women,2020,UN Women,UN,,0.2238254,0.174689956072992,,,,,,,FTS,UN Agencies,UN Women,0,0.2238254
un women,2022,UN Women,UN,,0.4120296,0.325723147714076,,,,,,,FTS,UN Agencies,UN Women,0,0.4120296
un women,2023,UN Women,UN,,0.41873,0.334984,,,,,,,FTS,UN Agencies,UN Women,0,0.41873
un women,2024,UN Women,UN,,1.0465151,0.83721208,,,,,,,FTS,UN Agencies,UN Women,0,1.0465151
unfpa,2018,UNFPA,UN,,0.0955296,0.0728479793104657,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,0.0955296
unfpa,2019,UNFPA,UN,,2.8941665,2.22346388709927,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,2.8941665
unfpa,2020,UNFPA,UN,,0.9776563,0.763035545123493,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,0.9776563
unfpa,2021,UNFPA,UN,,12.1925036,9.60876334085749,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,12.1925036
unfpa,2022,UNFPA,UN,,4.84715646,3.83183892519814,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,4.84715646
unfpa,2023,UNFPA,UN,International,12.7888452,10.657371,10.347852,0.309519,Estimate,Survey,,,Survey,,,0,12.7888452
unfpa,2024,UNFPA,UN,,26.01166999,20.809335992,,,,,,,FTS,UN Agencies,United Nations Population Fund,0,26.01166999
unhcr,2015,UNHCR,UN,International,442.9776803155,323.1,,,Estimate,Survey,,,Survey,,,0,442.9776803155
unhcr,2016,UNHCR,UN,International,873.76,688,,,Estimate,Survey,,,Survey,,,0,873.76
unhcr,2017,UNHCR,UN,International,655.677761443931,500,475,25,Estimate,Survey,,,Survey,,,0,655.677761443931
unhcr,2018,UNHCR,UN,International,744.849937000306,568,539,29,Estimate,Survey,,,Survey,,,0,744.849937000306
unhcr,2019,UNHCR,UN,International,846.070959782588,650,617,33,Estimate,Survey,,,Survey,,,0,846.070959782588
unhcr,2020,UNHCR,UN,International,890.484241320674,695,660,35,Estimate,Survey,,,Survey,,,0,890.484241320674
unhcr,2021,UNHCR,UN,International,850.159081061414,670,636.5,33.5,Estimate,Survey,Populated the survey on UNHCR's behalf based on their 'UNHCR and cash assistance' 2021 annual report,,Survey,,,0,850.159081061414
unhcr,2022,UNHCR,UN,International,1235.87445972175,977,928.15,48.85,Estimate,Survey,Taken from UNHCR cash assistance annual report,,Survey,,,0,1235.87445972175
unhcr,2023,UNHCR,UN,International,914.4,762,723.9,3.81,Estimate,Email/Survey,,,Survey,,,0,914.4
unhcr,2024,UNHCR,UN,,258.727593865079,206.982075092064,,,,,,,FTS,UN Agencies,United Nations High Commissioner for Refugees,0,258.727593865079
unicef,2016,UNICEF,UN,International,54.8,43.1496062992126,,,Survey,Estimate,,,Survey,,,0,54.8
unicef,2017,UNICEF,UN,,8.121413,6.19314355127361,,,,,,,FTS,UN Agencies,United Nations Children's Fund,0,8.121413
unicef,2018,UNICEF,UN,International,241.424321910784,184.102875,175.384185,8.71869,Estimate,Survey,,,Survey,,,0,241.424321910784
unicef,2019,UNICEF,UN,International,313.988806805003,241.224122,232.287173,8.936949,Estimate,Survey,,,Survey,,,0,313.988806805003
unicef,2020,UNICEF,UN,International,313.803194893857,244.915306,242.407393,2.507913,Estimate,Survey,,,Survey,,,0.052661,313.750533893857
unicef,2021,UNICEF,UN,International,445.67291730448,351.229389,349.18257439,2.046815,Estimate,Survey,,,Survey,,,0,445.67291730448
unicef,2022,UNICEF,UN,International,917.102337050426,725,717.75,7.25,Estimate,Survey,Accompanied by decrease in number of countries with CVA from 52 in 2021 to 43 in 2022. Estimated share of vouchers of less than 1% conservatively set at 1%.,"Ukraine a big factor in increase, making up 40% of total CVA in 2022",Survey,,,0,917.102337050426
unicef,2023,UNICEF,UN,International,624.112060188,520.09338349,512.724524,7.368859,Estimate,Survey,,,Survey,,,0,624.112060188
unicef,2024,UNICEF,UN,,293.559251413333,234.847401130667,,,,,,,FTS,UN Agencies,United Nations Children's Fund,0,293.559251413333
union of ethiopian women and children associations,2024,Union of Ethiopian Women and Children Associations,NGO,,0.081,0.0648,,,,,,,FTS,National NGOs/CSOs,Union of Ethiopian Women and Children Associations,0,0.081
union of medical care and relief organizations,2024,Union of Medical Care and Relief Organizations,NGO,,0.641197,0.5129576,,,,,,,FTS,International NGOs,Union of Medical Care and Relief Organizations,0,0.641197
united arab emirates government of,2024,"United Arab Emirates, Government of",Other,,0.379432,0.3035456,,,,,,,FTS,National Governments,"United Arab Emirates, Government of",0,0.379432
united nations development programme,2017,United Nations Development Programme,UN,,11.286546,8.606778103275,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,11.286546
united nations development programme,2018,United Nations Development Programme,UN,,7.807925,5.9540870982153,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,7.807925
united nations development programme,2019,United Nations Development Programme,UN,,1.1025818,0.847066267567158,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,1.1025818
united nations development programme,2020,United Nations Development Programme,UN,,0.7531,0.587775140437905,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,0.7531
united nations development programme,2021,United Nations Development Programme,UN,,1.0739284,0.846349870310946,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,1.0739284
united nations development programme,2022,United Nations Development Programme,UN,,3.5277509,2.7888048030995,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,3.5277509
united nations development programme,2023,United Nations Development Programme,UN,,12.63669446,10.109355568,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,12.63669446
united nations development programme,2024,United Nations Development Programme,UN,,23.4837052,18.78696416,,,,,,,FTS,UN Agencies,United Nations Development Programme,0,23.4837052
united nations educational scientific and cultural organization,2024,"United Nations Educational, Scientific and Cultural Organization",UN,,0.05,0.04,,,,,,,FTS,UN Agencies,"United Nations Educational, Scientific and Cultural Organization",0,0.05
united nations human settlements programme un habitat,2019,United Nations Human Settlements Programme (UN-HABITAT),UN,,0.2186,0.167940996387008,,,,,,,FTS,UN Agencies,United Nations Human Settlements Programme (UN-HABITAT),0,0.2186
united nations human settlements programme un habitat,2024,United Nations Human Settlements Programme (UN-HABITAT),UN,,0.96022,0.768176,,,,,,,FTS,UN Agencies,United Nations Human Settlements Programme (UN-HABITAT),0,0.96022
united nations mine action service,2022,United Nations Mine Action Service,UN,,0.01187648,0.00938875374333123,,,,,,,FTS,UN Agencies,United Nations Mine Action Service,0,0.01187648
united nations mine action service,2023,United Nations Mine Action Service,UN,,0.01452268,0.011618144,,,,,,,FTS,UN Agencies,United Nations Mine Action Service,0,0.01452268
united nations office for project services,2023,United Nations Office for Project Services,UN,,0.548509,0.4388072,,,,,,,FTS,UN Agencies,United Nations Office for Project Services,0,0.548509
united nations office for project services,2024,United Nations Office for Project Services,UN,,0.547045666666667,0.437636533333334,,,,,,,FTS,UN Agencies,United Nations Office for Project Services,0,0.547045666666667
united nations relief and works agency for palestine refugees in the near east,2017,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,133.025203,101.440990393705,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,133.025203
united nations relief and works agency for palestine refugees in the near east,2018,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,106.226268,81.0049343187032,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,106.226268
united nations relief and works agency for palestine refugees in the near east,2019,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,71.2018437,54.7013201078226,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,4.826206,66.3756377
united nations relief and works agency for palestine refugees in the near east,2020,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,56.23091024,43.8867762093576,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,3.85112206,52.37978818
united nations relief and works agency for palestine refugees in the near east,2021,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,114.45829172,90.2031833344145,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,114.45829172
united nations relief and works agency for palestine refugees in the near east,2022,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,130.15174148,102.889294641293,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,5.23977232,124.91196916
united nations relief and works agency for palestine refugees in the near east,2023,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,126.75658014,101.405264112,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,126.75658014
united nations relief and works agency for palestine refugees in the near east,2024,United Nations Relief and Works Agency for Palestine Refugees in the Near East,UN,,40.49554874,32.396438992,,,,,,,FTS,UN Agencies,United Nations Relief and Works Agency for Palestine Refugees in the Near East,0,40.49554874
universal intervention and development organization,2019,Universal Intervention and Development Organization,NGO,,0.0176,0.0135213245032541,,,,,,,FTS,National NGOs/CSOs,Universal Intervention and Development Organization,0,0.0176
universal network for knowledge and empowerment agency,2019,Universal Network for Knowledge and Empowerment Agency,NGO,,0.135483,0.104085773163317,,,,,,,FTS,National NGOs/CSOs,Universal Network for Knowledge and Empowerment Agency,0,0.135483
usaid ffp,2016,USAID/FFP,Other,International,,283.68,,,,,,,Survey,,,0,
village of peace organization for afghans,2022,Village of Peace Organization for Afghans,NGO,,0.498923,0.394415279938504,,,,,,,FTS,Local NGOs/CSOs,Village of Peace Organization for Afghans,0,0.498923
village of peace organization for afghans,2023,Village of Peace Organization for Afghans,NGO,,0.657684,0.5261472,,,,,,,FTS,Local NGOs/CSOs,Village of Peace Organization for Afghans,0,0.657684
violet organization,2017,Violet Organization,NGO,,2.125379,1.62074964638079,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,2.125379
violet organization,2019,Violet Organization,NGO,,1.40428468,1.07885163938797,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,1.40428468
violet organization,2020,Violet Organization,NGO,,6.5173899,5.08665484498882,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,6.5173899
violet organization,2021,Violet Organization,NGO,,3.64801861,2.87495896138459,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,3.64801861
violet organization,2022,Violet Organization,NGO,,0.6,0.474320021251982,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,0.6
violet organization,2023,Violet Organization,NGO,,0.799817,0.6398536,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,0.799817
violet organization,2024,Violet Organization,NGO,,1.569817,1.2558536,,,,,,,FTS,National NGOs/CSOs,Violet Organization,0,1.569817
vision des femmes pour le developpement endogene,2024,VISION DES FEMMES POUR LE DEVELOPPEMENT ENDOGENE,Other,,0.084966,0.0679728,,,,,,,FTS,National Governments,VISION DES FEMMES POUR LE DEVELOPPEMENT ENDOGENE,0,0.084966
voice of the peace,2020,Voice of the Peace,NGO,,0.448538,0.350072348880278,,,,,,,FTS,Local NGOs/CSOs,Voice of the Peace,0,0.448538
voice of the peace,2024,Voice of the Peace,NGO,,0.004,0.0032,,,,,,,FTS,Local NGOs/CSOs,Voice of the Peace,0,0.004
volunteer organization for the international co operation la nostra famiglia,2019,Volunteer Organization for the International Co-operation la Nostra Famiglia,NGO,,0.16602,0.127546039433536,,,,,,,FTS,International NGOs,Volunteer Organization for the International Co-operation la Nostra Famiglia,0,0.16602
vétérinaires sans frontières germany,2018,Vétérinaires sans Frontières - Germany,NGO,,2.879766,2.19602232174093,,,,,,,FTS,International NGOs,Vétérinaires sans Frontières - Germany,0,2.879766
vétérinaires sans frontières germany,2019,Vétérinaires sans Frontières - Germany,NGO,,0.3317956,0.254904316838175,,,,,,,FTS,International NGOs,Vétérinaires sans Frontières - Germany,0,0.3317956
vétérinaires sans frontières germany,2022,Vétérinaires sans Frontières - Germany,NGO,,0.41287,0.326387511957176,,,,,,,FTS,International NGOs,Vétérinaires sans Frontières - Germany,0,0.41287
vétérinaires sans frontières germany,2024,Vétérinaires sans Frontières - Germany,NGO,,0.138303,0.1106424,,,,,,,FTS,International NGOs,Vétérinaires sans Frontières - Germany,0,0.138303
vétérinaires sans frontières suisse,2017,Vétérinaires Sans Frontières - Suisse,NGO,,1.082371,0.825383338925821,,,,,,,FTS,International NGOs,Vétérinaires Sans Frontières - Suisse,0,1.082371
vétérinaires sans frontières suisse,2019,Vétérinaires Sans Frontières - Suisse,NGO,,0.4271655,0.328172917164476,,,,,,,FTS,International NGOs,Vétérinaires Sans Frontières - Suisse,0,0.4271655
vétérinaires sans frontières suisse,2022,Vétérinaires Sans Frontières - Suisse,NGO,,0.315789,0.249641741985237,,,,,,,FTS,International NGOs,Vétérinaires Sans Frontières - Suisse,0,0.315789
vétérinaires sans frontières suisse,2024,Vétérinaires Sans Frontières - Suisse,NGO,,0.06697015,0.05357612,,,,,,,FTS,International NGOs,Vétérinaires Sans Frontières - Suisse,0,0.06697015
wajir south development association,2023,Wajir South Development Association,NGO,,2.70253,2.162024,,,,,,,FTS,National NGOs/CSOs,Wajir South Development Association,0,2.70253
wajir south development association,2024,Wajir South Development Association,NGO,,1.694474,1.3555792,,,,,,,FTS,National NGOs/CSOs,Wajir South Development Association,0,1.694474
